leaf,path,gb_taxon_id,name,level,type,href,plink,pcount
False,0.2509481.694005.2509486.2509494,1335626,Middle East respiratory syndrome-related coronavirus,species,circle,wwwtax.cgi?mode=Tree&id=1335626&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1335626[Organism:exp],7734
True,0.2509481.694005.2509486.2509494.1335626,1263720,Betacoronavirus England 1,no rank,square,wwwtax.cgi?mode=Info&id=1263720&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1263720[Organism:exp],43
True,0.2509481.694005.2509486.2509494.1335626,1495253,BtVs-BetaCoV/SC2013,no rank,square,wwwtax.cgi?mode=Info&id=1495253&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1495253[Organism:exp],11
True,0.2509481.694005.2509486.2509494.1335626,1368314,Coronavirus Neoromicia/PML-PHE1/RSA/2011,no rank,square,wwwtax.cgi?mode=Info&id=1368314&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1368314[Organism:exp],11
True,0.2509481.694005.2509486.2509494.1335626,1235996,Human betacoronavirus 2c EMC/2012,no rank,square,wwwtax.cgi?mode=Info&id=1235996&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1235996[Organism:exp],78
True,0.2509481.694005.2509486.2509494.1335626,1298362,Human betacoronavirus 2c England-Qatar/2012,no rank,square,wwwtax.cgi?mode=Info&id=1298362&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1298362[Organism:exp],11
True,0.2509481.694005.2509486.2509494.1335626,1306931,Human betacoronavirus 2c Jordan-N3/2012,no rank,square,wwwtax.cgi?mode=Info&id=1306931&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1306931[Organism:exp],27
False,0.2509481.694005.2509486.2509494,694008,Pipistrellus bat coronavirus HKU5,species,circle,wwwtax.cgi?mode=Tree&id=694008&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid694008[Organism:exp],161
True,0.2509481.694005.2509486.2509494.694008,424363,Bat coronavirus HKU5-1,no rank,square,wwwtax.cgi?mode=Info&id=424363&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424363[Organism:exp],9
True,0.2509481.694005.2509486.2509494.694008,424364,Bat coronavirus HKU5-2,no rank,square,wwwtax.cgi?mode=Info&id=424364&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424364[Organism:exp],9
True,0.2509481.694005.2509486.2509494.694008,424365,Bat coronavirus HKU5-3,no rank,square,wwwtax.cgi?mode=Info&id=424365&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424365[Organism:exp],9
True,0.2509481.694005.2509486.2509494.694008,424366,Bat coronavirus HKU5-5,no rank,square,wwwtax.cgi?mode=Info&id=424366&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424366[Organism:exp],9
True,0.2509481.694005.2509486.2509494.694008,1503295,BtPa-BetaCoV/GD2013,no rank,square,wwwtax.cgi?mode=Info&id=1503295&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1503295[Organism:exp],9
False,0.2509481.694005.2509486.2509494,694007,Tylonycteris bat coronavirus HKU4,species,circle,wwwtax.cgi?mode=Tree&id=694007&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid694007[Organism:exp],212
True,0.2509481.694005.2509486.2509494.694007,389230,Bat coronavirus (BtCoV/133/2005),no rank,square,wwwtax.cgi?mode=Info&id=389230&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid389230[Organism:exp],18
True,0.2509481.694005.2509486.2509494.694007,424359,Bat coronavirus HKU4-1,no rank,square,wwwtax.cgi?mode=Info&id=424359&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424359[Organism:exp],9
True,0.2509481.694005.2509486.2509494.694007,424360,Bat coronavirus HKU4-2,no rank,square,wwwtax.cgi?mode=Info&id=424360&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424360[Organism:exp],9
True,0.2509481.694005.2509486.2509494.694007,424361,Bat coronavirus HKU4-3,no rank,square,wwwtax.cgi?mode=Info&id=424361&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424361[Organism:exp],9
True,0.2509481.694005.2509486.2509494.694007,424362,Bat coronavirus HKU4-4,no rank,square,wwwtax.cgi?mode=Info&id=424362&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424362[Organism:exp],9
True,0.2509481.694005.2509486.2509494.694007,1503304,BtTp-BetaCoV/GX2012,no rank,square,wwwtax.cgi?mode=Info&id=1503304&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1503304[Organism:exp],9
False,0.2509481.694005.2509486.2509494,2664183,unclassified Merbecovirus,no rank,circle,wwwtax.cgi?mode=Tree&id=2664183&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid2664183[Organism:exp],60
True,0.2509481.694005.2509486.2509494.2664183,2664184,Erinaceus hedgehog coronavirus HKU31,species,square,wwwtax.cgi?mode=Info&id=2664184&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid2664184[Organism:exp],20
True,0.2509481.694005.2509486.2509494.2664183,2020423,Hypsugo bat coronavirus HKU25,species,square,wwwtax.cgi?mode=Info&id=2020423&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid2020423[Organism:exp],22
True,0.2509481.694005.2509486.2509494.2664183,2691590,Pipistrellus abramus bat coronavirus HKU5-related,species,square,wwwtax.cgi?mode=Info&id=2691590&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid2691590[Organism:exp],9
True,0.2509481.694005.2509486.2509494.2664183,2691589,Tylonycteris pachypus bat coronavirus HKU4-related,species,square,wwwtax.cgi?mode=Info&id=2691589&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid2691589[Organism:exp],9
False,0.2509481.694005.2509486.2509494,2509502,Nobecovirus,subgenus,circle,wwwtax.cgi?mode=Tree&id=2509502&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid2509502[Organism:exp],330
False,0.2509481.694005.2509486.2509494.2509502,2501962,Rousettus bat coronavirus GCCDC1,species,circle,wwwtax.cgi?mode=Tree&id=2501962&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid2501962[Organism:exp],126
True,0.2509481.694005.2509486.2509494.2509502.2501962,1892416,Rousettus bat coronavirus,no rank,square,wwwtax.cgi?mode=Info&id=1892416&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1892416[Organism:exp],126
False,0.2509481.694005.2509486.2509494.2509502,694006,Rousettus bat coronavirus HKU9,species,circle,wwwtax.cgi?mode=Tree&id=694006&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid694006[Organism:exp],199
True,0.2509481.694005.2509486.2509494.2509502.694006,424367,Bat coronavirus HKU9-1,no rank,square,wwwtax.cgi?mode=Info&id=424367&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424367[Organism:exp],9
True,0.2509481.694005.2509486.2509494.2509502.694006,875612,Bat coronavirus HKU9-10-1,no rank,square,wwwtax.cgi?mode=Info&id=875612&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid875612[Organism:exp],8
True,0.2509481.694005.2509486.2509494.2509502.694006,875613,Bat coronavirus HKU9-10-2,no rank,square,wwwtax.cgi?mode=Info&id=875613&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid875613[Organism:exp],8
True,0.2509481.694005.2509486.2509494.2509502.694006,424368,Bat coronavirus HKU9-2,no rank,square,wwwtax.cgi?mode=Info&id=424368&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424368[Organism:exp],8
True,0.2509481.694005.2509486.2509494.2509502.694006,424369,Bat coronavirus HKU9-3,no rank,square,wwwtax.cgi?mode=Info&id=424369&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424369[Organism:exp],8
True,0.2509481.694005.2509486.2509494.2509502.694006,424370,Bat coronavirus HKU9-4,no rank,square,wwwtax.cgi?mode=Info&id=424370&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid424370[Organism:exp],8
True,0.2509481.694005.2509486.2509494.2509502.694006,875614,Bat coronavirus HKU9-5-1,no rank,square,wwwtax.cgi?mode=Info&id=875614&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid875614[Organism:exp],8
True,0.2509481.694005.2509486.2509494.2509502.694006,875615,Bat coronavirus HKU9-5-2,no rank,square,wwwtax.cgi?mode=Info&id=875615&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid875615[Organism:exp],9
False,0.2509481.694005.2509486.2509494.2509502,2726811,unclassified Nobecovirus,no rank,circle,wwwtax.cgi?mode=Tree&id=2726811&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid2726811[Organism:exp],5
True,0.2509481.694005.2509486.2509494.2509502.2726811,2591238,Coronavirus BtRt-BetaCoV/GX2018,species,square,wwwtax.cgi?mode=Info&id=2591238&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid2591238[Organism:exp],5
False,0.2509481.694005.2509486.2509494.2509502,2509511,Sarbecovirus,subgenus,circle,wwwtax.cgi?mode=Tree&id=2509511&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid2509511[Organism:exp],32143
False,0.2509481.694005.2509486.2509494.2509502.2509511,694009,Severe acute respiratory syndrome-related coronavirus,species,circle,wwwtax.cgi?mode=Tree&id=694009&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid694009[Organism:exp],32045
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1283333,Bat coronavirus Cp/Yunnan2011,no rank,square,wwwtax.cgi?mode=Info&id=1283333&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1283333[Organism:exp],7
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,2709072,Bat coronavirus RaTG13,no rank,square,wwwtax.cgi?mode=Info&id=2709072&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid2709072[Organism:exp],10
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1283332,Bat coronavirus Rp/Shaanxi2011,no rank,square,wwwtax.cgi?mode=Info&id=1283332&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1283332[Organism:exp],7
False,0.2509481.694005.2509486.2509494.2509502.2509511.694009,442736,Bat SARS coronavirus HKU3,no rank,circle,wwwtax.cgi?mode=Tree&id=442736&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid442736[Organism:exp],161
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,333387,Bat SARS coronavirus HKU3-1,no rank,square,wwwtax.cgi?mode=Info&id=333387&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid333387[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,741997,Bat SARS coronavirus HKU3-10,no rank,square,wwwtax.cgi?mode=Info&id=741997&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid741997[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,741998,Bat SARS coronavirus HKU3-11,no rank,square,wwwtax.cgi?mode=Info&id=741998&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid741998[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,741999,Bat SARS coronavirus HKU3-12,no rank,square,wwwtax.cgi?mode=Info&id=741999&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid741999[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,742000,Bat SARS coronavirus HKU3-13,no rank,square,wwwtax.cgi?mode=Info&id=742000&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid742000[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,338605,Bat SARS coronavirus HKU3-2,no rank,square,wwwtax.cgi?mode=Info&id=338605&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid338605[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,338606,Bat SARS coronavirus HKU3-3,no rank,square,wwwtax.cgi?mode=Info&id=338606&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid338606[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,742001,Bat SARS coronavirus HKU3-4,no rank,square,wwwtax.cgi?mode=Info&id=742001&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid742001[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,742002,Bat SARS coronavirus HKU3-5,no rank,square,wwwtax.cgi?mode=Info&id=742002&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid742002[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,742003,Bat SARS coronavirus HKU3-6,no rank,square,wwwtax.cgi?mode=Info&id=742003&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid742003[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,742004,Bat SARS coronavirus HKU3-7,no rank,square,wwwtax.cgi?mode=Info&id=742004&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid742004[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,742005,Bat SARS coronavirus HKU3-8,no rank,square,wwwtax.cgi?mode=Info&id=742005&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid742005[Organism:exp],13
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.442736,742006,Bat SARS coronavirus HKU3-9,no rank,square,wwwtax.cgi?mode=Info&id=742006&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid742006[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,349342,Bat SARS coronavirus Rp1,no rank,square,wwwtax.cgi?mode=Info&id=349342&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid349342[Organism:exp],3
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,349343,Bat SARS coronavirus Rp2,no rank,square,wwwtax.cgi?mode=Info&id=349343&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid349343[Organism:exp],3
False,0.2509481.694005.2509486.2509494.2509502.2509511.694009,347537,Bat SARS CoV Rf1/2004,no rank,circle,wwwtax.cgi?mode=Tree&id=347537&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid347537[Organism:exp],23
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.347537,389166,Bat CoV 273/2005,no rank,square,wwwtax.cgi?mode=Info&id=389166&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid389166[Organism:exp],9
False,0.2509481.694005.2509486.2509494.2509502.2509511.694009,347536,Bat SARS CoV Rm1/2004,no rank,circle,wwwtax.cgi?mode=Tree&id=347536&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid347536[Organism:exp],34
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.347536,389167,Bat CoV 279/2005,no rank,square,wwwtax.cgi?mode=Info&id=389167&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid389167[Organism:exp],21
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,349344,Bat SARS CoV Rp3/2004,no rank,square,wwwtax.cgi?mode=Info&id=349344&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid349344[Organism:exp],26
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1508227,Bat SARS-like coronavirus,no rank,square,wwwtax.cgi?mode=Info&id=1508227&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1508227[Organism:exp],279
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1415834,Bat SARS-like coronavirus Rs3367,no rank,square,wwwtax.cgi?mode=Info&id=1415834&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1415834[Organism:exp],12
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1415851,Bat SARS-like coronavirus RsSHC014,no rank,square,wwwtax.cgi?mode=Info&id=1415851&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1415851[Organism:exp],12
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1415852,Bat SARS-like coronavirus WIV1,no rank,square,wwwtax.cgi?mode=Info&id=1415852&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1415852[Organism:exp],14
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1699360,Bat SARS-like coronavirus YNLF_31C,no rank,square,wwwtax.cgi?mode=Info&id=1699360&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1699360[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1699361,Bat SARS-like coronavirus YNLF_34C,no rank,square,wwwtax.cgi?mode=Info&id=1699361&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1699361[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1503296,BtRf-BetaCoV/HeB2013,no rank,square,wwwtax.cgi?mode=Info&id=1503296&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1503296[Organism:exp],10
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1503299,BtRf-BetaCoV/JL2012,no rank,square,wwwtax.cgi?mode=Info&id=1503299&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1503299[Organism:exp],13
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1503300,BtRf-BetaCoV/SX2013,no rank,square,wwwtax.cgi?mode=Info&id=1503300&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1503300[Organism:exp],10
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1503301,BtRs-BetaCoV/GX2013,no rank,square,wwwtax.cgi?mode=Info&id=1503301&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1503301[Organism:exp],10
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1503302,BtRs-BetaCoV/HuB2013,no rank,square,wwwtax.cgi?mode=Info&id=1503302&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1503302[Organism:exp],10
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1503303,BtRs-BetaCoV/YN2013,no rank,square,wwwtax.cgi?mode=Info&id=1503303&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1503303[Organism:exp],10
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,285945,Civet SARS CoV 007/2004,no rank,square,wwwtax.cgi?mode=Info&id=285945&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid285945[Organism:exp],13
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,231515,Civet SARS CoV SZ16/2003,no rank,square,wwwtax.cgi?mode=Info&id=231515&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,231513,Civet SARS CoV SZ3/2003,no rank,square,wwwtax.cgi?mode=Info&id=231513&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
False,0.2509481.694005.2509486.2509494.2509502.2509511.694009,698398,recombinant SARSr-CoV,no rank,circle,wwwtax.cgi?mode=Tree&id=698398&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid698398[Organism:exp],1730
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.698398,627440,SARS coronavirus ExoN1,no rank,square,wwwtax.cgi?mode=Info&id=627440&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid627440[Organism:exp],491
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.698398,633137,SARS coronavirus MA15,no rank,square,wwwtax.cgi?mode=Info&id=633137&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid633137[Organism:exp],390
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.698398,633140,SARS coronavirus MA15 ExoN1,no rank,square,wwwtax.cgi?mode=Info&id=633140&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid633140[Organism:exp],386
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.698398,698419,SARS coronavirus wtic-MB,no rank,square,wwwtax.cgi?mode=Info&id=698419&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid698419[Organism:exp],463
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1487703,Rhinolophus affinis coronavirus,no rank,square,wwwtax.cgi?mode=Info&id=1487703&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1487703[Organism:exp],15
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,1431340,SARS bat coronavirus,no rank,square,wwwtax.cgi?mode=Info&id=1431340&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid1431340[Organism:exp],6
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305401,SARS coronavirus A001,no rank,square,wwwtax.cgi?mode=Info&id=305401&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305401[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305402,SARS coronavirus A013,no rank,square,wwwtax.cgi?mode=Info&id=305402&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305402[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305403,SARS coronavirus A021,no rank,square,wwwtax.cgi?mode=Info&id=305403&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305403[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,304858,SARS coronavirus A022,no rank,square,wwwtax.cgi?mode=Info&id=304858&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid304858[Organism:exp],14
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305404,SARS coronavirus A030,no rank,square,wwwtax.cgi?mode=Info&id=305404&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305404[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305405,SARS coronavirus A031,no rank,square,wwwtax.cgi?mode=Info&id=305405&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305405[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,248485,SARS coronavirus AS,no rank,square,wwwtax.cgi?mode=Info&id=248485&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid248485[Organism:exp],14
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305406,SARS coronavirus B012,no rank,square,wwwtax.cgi?mode=Info&id=305406&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305406[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305407,SARS coronavirus B024,no rank,square,wwwtax.cgi?mode=Info&id=305407&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305407[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305408,SARS coronavirus B029,no rank,square,wwwtax.cgi?mode=Info&id=305408&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305408[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305409,SARS coronavirus B033,no rank,square,wwwtax.cgi?mode=Info&id=305409&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305409[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,299335,SARS coronavirus B039,no rank,square,wwwtax.cgi?mode=Info&id=299335&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid299335[Organism:exp],14
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305410,SARS coronavirus B040,no rank,square,wwwtax.cgi?mode=Info&id=305410&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305410[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,228407,SARS coronavirus BJ01,no rank,square,wwwtax.cgi?mode=Info&id=228407&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid228407[Organism:exp],26
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,228406,SARS coronavirus BJ02,no rank,square,wwwtax.cgi?mode=Info&id=228406&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,228409,SARS coronavirus BJ03,no rank,square,wwwtax.cgi?mode=Info&id=228409&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,228607,SARS coronavirus BJ04,no rank,square,wwwtax.cgi?mode=Info&id=228607&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,321147,SARS coronavirus BJ162,no rank,square,wwwtax.cgi?mode=Info&id=321147&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid321147[Organism:exp],13
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,511429,SARS coronavirus BJ182-12,no rank,square,wwwtax.cgi?mode=Info&id=511429&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid511429[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,511430,SARS coronavirus BJ182-4,no rank,square,wwwtax.cgi?mode=Info&id=511430&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid511430[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,511431,SARS coronavirus BJ182-8,no rank,square,wwwtax.cgi?mode=Info&id=511431&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid511431[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,511432,SARS coronavirus BJ182a,no rank,square,wwwtax.cgi?mode=Info&id=511432&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid511432[Organism:exp],12
